time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.512775,-0.081300981665,-1.00245644374,-1.18883510925,1.94201967524,0.668048632361,1.0293011075,-0.49892725069,0.0,0.331339849805,-0.915786529321,-0.219742747614,1.2394564752,0.13499030918,1.09372830051,-0.117733025336,100.0
0.522819,-0.0828349624512,-1.00168945334,-1.18960209965,1.94240317044,0.668048632361,1.0293011075,-0.498160260297,0.0,0.332106840198,-0.915403034125,-0.21897575722,1.23983997039,0.134606813983,1.09411179571,-0.116966034943,100.0
0.532790,-0.0809174864685,-1.00207294854,-1.18921860445,1.94163618005,0.668815622754,1.0293011075,-0.498160260297,0.0,0.331723345001,-0.915403034125,-0.219742747614,1.23983997039,0.134606813983,1.09334480532,-0.116582539746,100.0
0.542798,-0.0820679720581,-1.00322343413,-1.18883510925,1.94240317044,0.668432127557,1.0285341171,-0.4977767651,0.0,0.331339849805,-0.915019538928,-0.219359252417,1.23983997039,0.134606813983,1.09411179571,-0.117349530139,100.0
0.552815,-0.0824514672546,-1.00207294854,-1.18921860445,1.94317016083,0.66919911795,1.0293011075,-0.498160260297,0.0,0.331723345001,-0.916170024518,-0.219359252417,1.23983997039,0.13499030918,1.09334480532,-0.117349530139,100.0
0.562817,-0.0816844768616,-1.00207294854,-1.18883510925,1.94240317044,0.668432127557,1.0293011075,-0.4977767651,0.0,0.331339849805,-0.915403034125,-0.219742747614,1.2394564752,0.13499030918,1.09334480532,-0.116966034943,100.0
0.572850,-0.0824514672546,-1.00245644374,-1.18921860445,1.94240317044,0.668815622754,1.0293011075,-0.498543755493,0.0,0.330956354608,-0.915786529321,-0.219742747614,1.23983997039,0.13499030918,1.09334480532,-0.117733025336,100.0
0.582839,-0.0828349624512,-1.00168945334,-1.18883510925,1.94240317044,0.668048632361,1.0293011075,-0.4977767651,0.0,0.331723345001,-0.915403034125,-0.21897575722,1.24022346559,0.134606813983,1.09334480532,-0.116966034943,100.0
0.592793,-0.0816844768616,-1.00245644374,-1.18883510925,1.94201967524,0.668432127557,1.0293011075,-0.498543755493,0.0,0.330956354608,-0.915786529321,-0.219359252417,1.23907298,0.13499030918,1.09411179571,-0.117349530139,100.0
0.602771,-0.0824514672546,-1.00168945334,-1.18960209965,1.94278666564,0.668815622754,1.0289176123,-0.498543755493,0.0,0.331723345001,-0.916170024518,-0.219742747614,1.2394564752,0.13383982359,1.09411179571,-0.117349530139,100.0
0.612772,-0.0828349624512,-1.00207294854,-1.18960209965,1.94201967524,0.668432127557,1.0285341171,-0.498160260297,0.0,0.332106840198,-0.916170024518,-0.219742747614,1.2394564752,0.13499030918,1.09372830051,-0.116966034943,100.0
0.622786,-0.081300981665,-1.00207294854,-1.18845161406,1.94201967524,0.668432127557,1.0289176123,-0.498160260297,0.0,0.331339849805,-0.915403034125,-0.218592262024,1.2394564752,0.134606813983,1.09372830051,-0.117349530139,100.0
0.632792,-0.081300981665,-1.00245644374,-1.18883510925,1.94240317044,0.668432127557,1.0289176123,-0.49892725069,0.0,0.331339849805,-0.916170024518,-0.219359252417,1.24022346559,0.135373804376,1.09411179571,-0.116966034943,100.0
0.642765,-0.0820679720581,-1.00168945334,-1.18883510925,1.94240317044,0.668815622754,1.0293011075,-0.498160260297,0.0,0.331339849805,-0.915403034125,-0.21897575722,1.23983997039,0.13499030918,1.09411179571,-0.117349530139,100.0
0.652789,-0.0820679720581,-1.00168945334,-1.18883510925,1.94201967524,0.668048632361,1.0293011075,-0.4977767651,0.0,0.331723345001,-0.915403034125,-0.21897575722,1.23907298,0.134606813983,1.09449529091,-0.117733025336,100.0
0.662788,-0.081300981665,-1.00207294854,-1.18883510925,1.94201967524,0.668815622754,1.0289176123,-0.498543755493,0.0,0.331723345001,-0.915786529321,-0.219359252417,1.2394564752,0.13499030918,1.09411179571,-0.117349530139,100.0
0.672787,-0.0820679720581,-1.00207294854,-1.18921860445,1.94201967524,0.668432127557,1.02968460269,-0.498160260297,0.0,0.332106840198,-0.916170024518,-0.219742747614,1.2394564752,0.13499030918,1.09411179571,-0.116966034943,100.0
0.682787,-0.0816844768616,-1.00207294854,-1.18921860445,1.94201967524,0.668815622754,1.0289176123,-0.498160260297,0.0,0.331723345001,-0.915403034125,-0.21897575722,1.2394564752,0.135373804376,1.09411179571,-0.117733025336,100.0
0.692756,-0.0828349624512,-1.00207294854,-1.18921860445,1.94163618005,0.668815622754,1.0293011075,-0.498160260297,0.0,0.331339849805,-0.915786529321,-0.21897575722,1.23983997039,0.134606813983,1.09411179571,-0.117349530139,100.0
0.702786,-0.0832184576477,-1.00245644374,-1.18921860445,1.94240317044,0.668048632361,1.0293011075,-0.498160260297,0.0,0.331339849805,-0.915403034125,-0.21897575722,1.24022346559,0.134223318787,1.09411179571,-0.116582539746,100.0
0.712781,-0.081300981665,-1.00245644374,-1.18921860445,1.94201967524,0.66919911795,1.0289176123,-0.498543755493,0.0,0.331723345001,-0.915786529321,-0.219359252417,1.2394564752,0.13499030918,1.09411179571,-0.117349530139,100.0
0.722757,-0.0816844768616,-1.00207294854,-1.18883510925,1.94240317044,0.668432127557,1.0289176123,-0.498160260297,0.0,0.332106840198,-0.915019538928,-0.21897575722,1.23907298,0.13499030918,1.09334480532,-0.117349530139,100.0
0.732789,-0.0820679720581,-1.00245644374,-1.18960209965,1.94240317044,0.668815622754,1.0289176123,-0.4977767651,0.0,0.332106840198,-0.916170024518,-0.21897575722,1.2394564752,0.13499030918,1.09372830051,-0.117349530139,100.0
0.742811,-0.0824514672546,-1.00207294854,-1.18921860445,1.94240317044,0.668815622754,1.02968460269,-0.498160260297,0.0,0.330956354608,-0.915786529321,-0.219742747614,1.23983997039,0.135373804376,1.09372830051,-0.117733025336,100.0
0.752752,-0.0828349624512,-1.00245644374,-1.18883510925,1.94240317044,0.668815622754,1.0293011075,-0.498543755493,0.0,0.331339849805,-0.915403034125,-0.21897575722,1.23983997039,0.134606813983,1.09334480532,-0.117349530139,100.0
0.762784,-0.0820679720581,-1.00207294854,-1.18883510925,1.94201967524,0.668432127557,1.0289176123,-0.4977767651,0.0,0.330956354608,-0.916170024518,-0.219359252417,1.2394564752,0.134606813983,1.09372830051,-0.117349530139,100.0
0.772773,-0.0824514672546,-1.00168945334,-1.18960209965,1.94278666564,0.668048632361,1.0293011075,-0.498160260297,0.0,0.331723345001,-0.915786529321,-0.219359252417,1.23907298,0.134606813983,1.09411179571,-0.117349530139,100.0
0.782763,-0.0816844768616,-1.00207294854,-1.18960209965,1.94240317044,0.668432127557,1.0289176123,-0.49892725069,0.0,0.331339849805,-0.915786529321,-0.219359252417,1.23907298,0.134223318787,1.09372830051,-0.117349530139,100.0
0.792787,-0.0820679720581,-1.00207294854,-1.18921860445,1.94201967524,0.668432127557,1.0293011075,-0.4977767651,0.0,0.331339849805,-0.915403034125,-0.219742747614,1.2394564752,0.134223318787,1.09411179571,-0.117349530139,100.0
0.802758,-0.0816844768616,-1.00168945334,-1.18883510925,1.94240317044,0.668048632361,1.0293011075,-0.498160260297,0.0,0.332106840198,-0.915786529321,-0.219359252417,1.23907298,0.134606813983,1.09411179571,-0.116582539746,100.0
0.812789,-0.0828349624512,-1.00207294854,-1.18883510925,1.94240317044,0.66919911795,1.0293011075,-0.497393269904,0.0,0.331339849805,-0.915786529321,-0.219359252417,1.2394564752,0.13499030918,1.09449529091,-0.116966034943,100.0
0.822787,-0.0824514672546,-1.00207294854,-1.18921860445,1.94201967524,0.668815622754,1.0293011075,-0.498160260297,0.0,0.331723345001,-0.915786529321,-0.219359252417,1.24022346559,0.134606813983,1.09334480532,-0.117349530139,100.0
0.832787,-0.0820679720581,-1.00207294854,-1.18960209965,1.94240317044,0.668432127557,1.0289176123,-0.49892725069,0.0,0.331339849805,-0.915403034125,-0.219359252417,1.23983997039,0.135757299573,1.09372830051,-0.117349530139,100.0
0.842762,-0.0824514672546,-1.00207294854,-1.18883510925,1.94201967524,0.668048632361,1.0285341171,-0.498160260297,0.0,0.331723345001,-0.915019538928,-0.22012624281,1.2394564752,0.134606813983,1.09449529091,-0.116582539746,100.0
0.852751,-0.0824514672546,-1.00207294854,-1.18998559484,1.94201967524,0.668815622754,1.0293011075,-0.497393269904,0.0,0.332106840198,-0.915019538928,-0.22012624281,1.23983997039,0.135373804376,1.09334480532,-0.11619904455,100.0
0.862783,-0.0828349624512,-1.00207294854,-1.18921860445,1.94163618005,0.668815622754,1.0289176123,-0.498160260297,0.0,0.331723345001,-0.915786529321,-0.219742747614,1.23907298,0.134606813983,1.09372830051,-0.117349530139,100.0
0.872830,-0.0816844768616,-1.00245644374,-1.18921860445,1.94278666564,0.66919911795,1.02815062191,-0.4977767651,0.0,0.331339849805,-0.915403034125,-0.219359252417,1.23983997039,0.13383982359,1.09372830051,-0.117349530139,100.0
0.882831,-0.0824514672546,-1.00207294854,-1.18921860445,1.94163618005,0.66919911795,1.0293011075,-0.498543755493,0.0,0.331339849805,-0.915403034125,-0.219359252417,1.24022346559,0.13499030918,1.09411179571,-0.117733025336,100.0
0.892789,-0.0824514672546,-1.00207294854,-1.18921860445,1.94201967524,0.668432127557,1.02968460269,-0.498160260297,0.0,0.331723345001,-0.915786529321,-0.219359252417,1.23983997039,0.13499030918,1.09334480532,-0.117733025336,100.0
0.902826,-0.081300981665,-1.00245644374,-1.18921860445,1.94240317044,0.668048632361,1.0293011075,-0.498543755493,0.0,0.332106840198,-0.916170024518,-0.21897575722,1.2394564752,0.134606813983,1.09372830051,-0.116966034943,100.0
0.912792,-0.0828349624512,-1.00207294854,-1.18960209965,1.94240317044,0.668432127557,1.0289176123,-0.498543755493,0.0,0.331723345001,-0.915786529321,-0.219359252417,1.2394564752,0.135373804376,1.09372830051,-0.117349530139,100.0
0.922788,-0.0816844768616,-1.00245644374,-1.18998559484,1.94163618005,0.668048632361,1.0289176123,-0.498160260297,0.0,0.332106840198,-0.915403034125,-0.219742747614,1.23983997039,0.134606813983,1.09372830051,-0.117349530139,100.0
0.932776,-0.0828349624512,-1.00207294854,-1.18845161406,1.94278666564,0.668432127557,1.0293011075,-0.498543755493,0.0,0.331339849805,-0.915403034125,-0.219359252417,1.2394564752,0.134606813983,1.09411179571,-0.116966034943,100.0
0.942774,-0.0824514672546,-1.00207294854,-1.18921860445,1.94201967524,0.668815622754,1.0285341171,-0.497393269904,0.0,0.331339849805,-0.915786529321,-0.21897575722,1.24022346559,0.134223318787,1.09334480532,-0.117349530139,100.0
0.952778,-0.0824514672546,-1.00245644374,-1.18883510925,1.94240317044,0.668815622754,1.0293011075,-0.498543755493,0.0,0.331339849805,-0.915786529321,-0.219359252417,1.2394564752,0.134606813983,1.09372830051,-0.117349530139,100.0
0.962779,-0.081300981665,-1.00207294854,-1.18998559484,1.94278666564,0.668432127557,1.0289176123,-0.498160260297,0.0,0.332106840198,-0.916170024518,-0.219359252417,1.23907298,0.13499030918,1.09411179571,-0.116966034943,100.0
0.972782,-0.0820679720581,-1.00207294854,-1.18921860445,1.94201967524,0.668432127557,1.0289176123,-0.497393269904,0.0,0.331723345001,-0.915403034125,-0.219359252417,1.24060696078,0.13499030918,1.09411179571,-0.118116520532,100.0
0.982773,-0.0816844768616,-1.00207294854,-1.18921860445,1.94201967524,0.668432127557,1.0293011075,-0.498160260297,0.0,0.331723345001,-0.915403034125,-0.21897575722,1.2394564752,0.134606813983,1.09411179571,-0.117349530139,100.0
0.992789,-0.0832184576477,-1.00168945334,-1.18806811886,1.94163618005,0.668048632361,1.0293011075,-0.498543755493,0.0,0.331339849805,-0.916170024518,-0.21897575722,1.2394564752,0.13499030918,1.09411179571,-0.117349530139,100.0
1.002792,-0.0816844768616,-1.00245644374,-1.18960209965,1.94201967524,0.668815622754,1.0289176123,-0.498160260297,0.0,0.330956354608,-0.915403034125,-0.219742747614,1.23907298,0.134606813983,1.09372830051,-0.117349530139,100.0
1.012790,-0.0816844768616,-1.00283993893,-1.18845161406,1.94201967524,0.668815622754,1.0293011075,-0.498543755493,0.0,0.331723345001,-0.915786529321,-0.219742747614,1.2394564752,0.134223318787,1.09411179571,-0.117349530139,100.0
1.022784,-0.0824514672546,-1.00207294854,-1.18921860445,1.94240317044,0.668432127557,1.0293011075,-0.498543755493,0.0,0.331723345001,-0.915786529321,-0.219359252417,1.2394564752,0.134606813983,1.09411179571,-0.116966034943,100.0
1.032786,-0.0824514672546,-1.00207294854,-1.18883510925,1.94201967524,0.668432127557,1.0289176123,-0.4977767651,0.0,0.331339849805,-0.915786529321,-0.219742747614,1.23983997039,0.134606813983,1.09411179571,-0.117349530139,100.0
1.042784,-0.0816844768616,-1.00207294854,-1.18883510925,1.94278666564,0.668815622754,1.0293011075,-0.498543755493,0.0,0.331723345001,-0.915403034125,-0.21897575722,1.2394564752,0.135373804376,1.09372830051,-0.116966034943,100.0
1.052784,-0.0824514672546,-1.00168945334,-1.18960209965,1.94240317044,0.668432127557,1.0293011075,-0.4977767651,0.0,0.331723345001,-0.915786529321,-0.219742747614,1.2394564752,0.135373804376,1.09372830051,-0.117733025336,100.0
1.062783,-0.0824514672546,-1.00245644374,-1.18921860445,1.94240317044,0.668048632361,1.0289176123,-0.498543755493,0.0,0.332106840198,-0.915403034125,-0.21897575722,1.23983997039,0.134606813983,1.09372830051,-0.117733025336,100.0
1.072794,-0.0809174864685,-1.00245644374,-1.18921860445,1.94201967524,0.668815622754,1.0293011075,-0.498543755493,0.0,0.331339849805,-0.916170024518,-0.219359252417,1.23983997039,0.134606813983,1.09372830051,-0.117349530139,100.0
1.082785,-0.0828349624512,-1.00207294854,-1.18960209965,1.94240317044,0.668432127557,1.02968460269,-0.498160260297,0.0,0.331339849805,-0.915019538928,-0.219742747614,1.23983997039,0.13499030918,1.09372830051,-0.117349530139,100.0
1.092786,-0.0824514672546,-1.00322343413,-1.18921860445,1.94278666564,0.66919911795,1.0293011075,-0.497009774707,0.0,0.332106840198,-0.916170024518,-0.219359252417,1.2394564752,0.13499030918,1.09411179571,-0.117349530139,100.0
1.102780,-0.0809174864685,-1.00207294854,-1.18960209965,1.94240317044,0.668048632361,1.0293011075,-0.498160260297,0.0,0.332106840198,-0.915786529321,-0.21897575722,1.23983997039,0.135373804376,1.09372830051,-0.118116520532,100.0
1.112788,-0.0828349624512,-1.00207294854,-1.18921860445,1.94278666564,0.668048632361,1.0289176123,-0.4977767651,0.0,0.331339849805,-0.916170024518,-0.21897575722,1.23983997039,0.13499030918,1.09411179571,-0.117733025336,100.0
1.122787,-0.0824514672546,-1.00245644374,-1.18921860445,1.94201967524,0.668815622754,1.0289176123,-0.498543755493,0.0,0.331339849805,-0.915786529321,-0.21897575722,1.23907298,0.134606813983,1.09334480532,-0.117349530139,100.0
1.132788,-0.0824514672546,-1.00168945334,-1.18960209965,1.94240317044,0.668432127557,1.02968460269,-0.498160260297,0.0,0.331339849805,-0.915786529321,-0.218592262024,1.2394564752,0.13383982359,1.09411179571,-0.117349530139,100.0
1.142791,-0.0824514672546,-1.00245644374,-1.18921860445,1.94240317044,0.668048632361,1.0293011075,-0.498160260297,0.0,0.331339849805,-0.916170024518,-0.218592262024,1.2394564752,0.134223318787,1.09372830051,-0.116966034943,100.0
1.152786,-0.081300981665,-1.00207294854,-1.18921860445,1.94240317044,0.668432127557,1.02968460269,-0.498543755493,0.0,0.330956354608,-0.916170024518,-0.21897575722,1.23983997039,0.13499030918,1.09411179571,-0.117349530139,100.0
1.162790,-0.0824514672546,-1.00245644374,-1.18883510925,1.94240317044,0.668432127557,1.0289176123,-0.4977767651,0.0,0.330956354608,-0.915403034125,-0.219359252417,1.23983997039,0.134223318787,1.09296131012,-0.117349530139,100.0
1.172787,-0.0809174864685,-1.00168945334,-1.18921860445,1.94278666564,0.668048632361,1.0289176123,-0.498543755493,0.0,0.331339849805,-0.915403034125,-0.219359252417,1.23907298,0.135373804376,1.09372830051,-0.117349530139,100.0
1.182788,-0.0828349624512,-1.00207294854,-1.18845161406,1.94278666564,0.668815622754,1.0293011075,-0.498543755493,0.0,0.331339849805,-0.915786529321,-0.219359252417,1.23983997039,0.13383982359,1.09411179571,-0.117733025336,100.0
1.192758,-0.0824514672546,-1.00245644374,-1.18921860445,1.94240317044,0.668432127557,1.0289176123,-0.4977767651,0.0,0.330956354608,-0.916170024518,-0.219359252417,1.23907298,0.135757299573,1.09411179571,-0.117349530139,100.0
1.202794,-0.0828349624512,-1.00245644374,-1.18883510925,1.94163618005,0.668432127557,1.02968460269,-0.498160260297,0.0,0.331723345001,-0.916170024518,-0.21897575722,1.23983997039,0.135373804376,1.09372830051,-0.117349530139,100.0
1.212871,-0.0828349624512,-1.00207294854,-1.18883510925,1.94240317044,0.668815622754,1.0293011075,-0.498160260297,0.0,0.331339849805,-0.915786529321,-0.219742747614,1.23983997039,0.135373804376,1.09372830051,-0.117349530139,100.0
1.222798,-0.0816844768616,-1.00130595815,-1.18960209965,1.94240317044,0.668815622754,1.0293011075,-0.497393269904,0.0,0.330956354608,-0.915786529321,-0.219742747614,1.24022346559,0.134606813983,1.09296131012,-0.116966034943,100.0
1.232784,-0.0824514672546,-1.00283993893,-1.18998559484,1.94240317044,0.668432127557,1.0289176123,-0.4977767651,0.0,0.330956354608,-0.916170024518,-0.21897575722,1.2394564752,0.134606813983,1.09449529091,-0.117349530139,100.0
1.242790,-0.0820679720581,-1.00245644374,-1.18883510925,1.94201967524,0.668815622754,1.0293011075,-0.498160260297,0.0,0.331339849805,-0.915786529321,-0.219359252417,1.24060696078,0.13499030918,1.09334480532,-0.116966034943,100.0
1.252789,-0.081300981665,-1.00207294854,-1.18921860445,1.94278666564,0.668432127557,1.0293011075,-0.498543755493,0.0,0.330956354608,-0.915403034125,-0.219359252417,1.23983997039,0.134223318787,1.09334480532,-0.117349530139,100.0
1.262786,-0.0820679720581,-1.00168945334,-1.18883510925,1.94317016083,0.668432127557,1.0293011075,-0.4977767651,0.0,0.331339849805,-0.915403034125,-0.219742747614,1.2394564752,0.13499030918,1.09334480532,-0.116966034943,100.0
1.272805,-0.081300981665,-1.00207294854,-1.18883510925,1.94201967524,0.668815622754,1.0289176123,-0.498160260297,0.0,0.331339849805,-0.915786529321,-0.219742747614,1.23983997039,0.134223318787,1.09372830051,-0.117349530139,100.0
1.282782,-0.0824514672546,-1.00245644374,-1.18960209965,1.94240317044,0.668815622754,1.0285341171,-0.498543755493,0.0,0.331339849805,-0.915403034125,-0.219359252417,1.2394564752,0.134606813983,1.09372830051,-0.117349530139,100.0
1.292783,-0.0824514672546,-1.00168945334,-1.18998559484,1.94240317044,0.668048632361,1.0293011075,-0.498543755493,0.0,0.330956354608,-0.915019538928,-0.219742747614,1.2394564752,0.134223318787,1.09411179571,-0.116966034943,100.0
1.302761,-0.0809174864685,-1.00207294854,-1.18960209965,1.94201967524,0.668432127557,1.0293011075,-0.498543755493,0.0,0.330956354608,-0.915403034125,-0.219359252417,1.23907298,0.134606813983,1.09411179571,-0.116966034943,100.0
1.312839,-0.0824514672546,-1.00168945334,-1.18921860445,1.94278666564,0.668815622754,1.0293011075,-0.49892725069,0.0,0.330956354608,-0.915403034125,-0.220509738007,1.23983997039,0.135373804376,1.09372830051,-0.117733025336,100.0
1.322746,-0.0820679720581,-1.00283993893,-1.18921860445,1.94201967524,0.668432127557,1.0289176123,-0.498543755493,0.0,0.330956354608,-0.916170024518,-0.219359252417,1.2394564752,0.13499030918,1.09449529091,-0.117349530139,100.0
1.332815,-0.081300981665,-1.00207294854,-1.18883510925,1.94240317044,0.668048632361,1.02968460269,-0.498543755493,0.0,0.330956354608,-0.916170024518,-0.219359252417,1.23983997039,0.134606813983,1.09372830051,-0.117733025336,100.0
1.342762,-0.0824514672546,-1.00207294854,-1.18960209965,1.94163618005,0.668815622754,1.0293011075,-0.49892725069,0.0,0.330956354608,-0.915786529321,-0.219359252417,1.24022346559,0.13499030918,1.09372830051,-0.116966034943,100.0
1.352782,-0.0824514672546,-1.00245644374,-1.18960209965,1.94278666564,0.668815622754,1.0285341171,-0.49892725069,0.0,0.330572859412,-0.916170024518,-0.21897575722,1.23983997039,0.134606813983,1.09334480532,-0.116966034943,100.0
1.362786,-0.0816844768616,-1.00245644374,-1.18960209965,1.94240317044,0.668048632361,1.02968460269,-0.498543755493,0.0,0.331339849805,-0.915019538928,-0.219742747614,1.23907298,0.13499030918,1.09372830051,-0.117349530139,100.0
1.372788,-0.081300981665,-1.00245644374,-1.18921860445,1.94278666564,0.668815622754,1.0289176123,-0.498160260297,0.0,0.330956354608,-0.915403034125,-0.219359252417,1.23983997039,0.135373804376,1.09372830051,-0.117349530139,100.0
1.382791,-0.0820679720581,-1.00283993893,-1.18921860445,1.94201967524,0.668815622754,1.0289176123,-0.498160260297,0.0,0.330956354608,-0.915786529321,-0.218592262024,1.23983997039,0.134606813983,1.09411179571,-0.117733025336,100.0
1.392792,-0.0824514672546,-1.00245644374,-1.18998559484,1.94201967524,0.668048632361,1.0293011075,-0.498160260297,0.0,0.330572859412,-0.915786529321,-0.219742747614,1.23983997039,0.134606813983,1.09372830051,-0.116582539746,100.0
1.402790,-0.081300981665,-1.00207294854,-1.18845161406,1.94278666564,0.668815622754,1.0293011075,-0.497393269904,0.0,0.331339849805,-0.915403034125,-0.21897575722,1.2394564752,0.135373804376,1.09372830051,-0.117733025336,100.0
1.412791,-0.0820679720581,-1.00207294854,-1.18845161406,1.94201967524,0.668432127557,1.0289176123,-0.498543755493,0.0,0.330572859412,-0.916170024518,-0.21897575722,1.24022346559,0.13499030918,1.09372830051,-0.116966034943,100.0
1.422788,-0.0816844768616,-1.00168945334,-1.18921860445,1.94240317044,0.668432127557,1.0289176123,-0.498160260297,0.0,0.330956354608,-0.915403034125,-0.219359252417,1.23983997039,0.134606813983,1.09334480532,-0.117349530139,100.0
1.432754,-0.081300981665,-1.00168945334,-1.18845161406,1.94240317044,0.668432127557,1.02968460269,-0.498543755493,0.0,0.330956354608,-0.915786529321,-0.219359252417,1.2394564752,0.134606813983,1.09334480532,-0.116966034943,100.0
1.442787,-0.0828349624512,-1.00130595815,-1.18960209965,1.94240317044,0.668815622754,1.02968460269,-0.498543755493,0.0,0.331339849805,-0.915786529321,-0.218592262024,1.23983997039,0.13499030918,1.09334480532,-0.116966034943,100.0
1.452792,-0.0820679720581,-1.00245644374,-1.18845161406,1.94240317044,0.668815622754,1.0285341171,-0.498543755493,0.0,0.330572859412,-0.915403034125,-0.21897575722,1.23983997039,0.135373804376,1.09334480532,-0.116966034943,100.0
1.462789,-0.0809174864685,-1.00207294854,-1.18845161406,1.94240317044,0.668432127557,1.0293011075,-0.499310745886,0.0,0.331339849805,-0.916170024518,-0.219359252417,1.24022346559,0.135373804376,1.09372830051,-0.118116520532,100.0
1.472792,-0.0820679720581,-1.00168945334,-1.18883510925,1.94201967524,0.66919911795,1.0293011075,-0.498160260297,0.0,0.330572859412,-0.916553519714,-0.21897575722,1.24022346559,0.134606813983,1.09334480532,-0.116966034943,100.0
1.482785,-0.081300981665,-1.00283993893,-1.18883510925,1.94278666564,0.66919911795,1.0289176123,-0.4977767651,0.0,0.330956354608,-0.915786529321,-0.218592262024,1.23983997039,0.135373804376,1.09372830051,-0.117349530139,100.0
1.492785,-0.0832184576477,-1.00245644374,-1.18883510925,1.94201967524,0.668815622754,1.0293011075,-0.49892725069,0.0,0.330572859412,-0.915403034125,-0.219359252417,1.2394564752,0.135373804376,1.09334480532,-0.117349530139,100.0
1.502752,-0.0816844768616,-1.00207294854,-1.18921860445,1.94163618005,0.668815622754,1.0289176123,-0.4977767651,0.0,0.330956354608,-0.916170024518,-0.21897575722,1.23983997039,0.134606813983,1.09411179571,-0.117733025336,100.0
1.512788,-0.0832184576477,-1.00283993893,-1.18921860445,1.94240317044,0.668432127557,1.0289176123,-0.4977767651,0.0,0.330956354608,-0.915019538928,-0.21897575722,1.2394564752,0.133456328394,1.09334480532,-0.117733025336,100.0
1.522752,-0.0820679720581,-1.00168945334,-1.18921860445,1.94201967524,0.668432127557,1.0293011075,-0.498160260297,0.0,0.330956354608,-0.916170024518,-0.219359252417,1.23983997039,0.134606813983,1.09411179571,-0.117349530139,100.0
1.532760,-0.0820679720581,-1.00168945334,-1.18883510925,1.94201967524,0.66919911795,1.0285341171,-0.498543755493,0.0,0.331339849805,-0.915786529321,-0.219359252417,1.2394564752,0.13499030918,1.09411179571,-0.116966034943,100.0
1.542789,-0.0832184576477,-1.00245644374,-1.18883510925,1.94201967524,0.667665137164,1.0289176123,-0.498160260297,0.0,0.330956354608,-0.915403034125,-0.21897575722,1.24060696078,0.134606813983,1.09372830051,-0.116582539746,100.0
1.552789,-0.0820679720581,-1.00168945334,-1.18921860445,1.94278666564,0.668815622754,1.0293011075,-0.498160260297,0.0,0.330956354608,-0.916170024518,-0.219359252417,1.24060696078,0.13383982359,1.09411179571,-0.116966034943,100.0
1.562793,-0.0824514672546,-1.00207294854,-1.18960209965,1.94201967524,0.668432127557,1.02968460269,-0.497393269904,0.0,0.330956354608,-0.915403034125,-0.219359252417,1.23907298,0.13499030918,1.09372830051,-0.116966034943,100.0
